buyer_name_clean,ocid,level1,start_date,end_date,co2_pm
DEPARTMENT FOR WORK AND PENSIONS,ocds-0c46vo-0001-87913b2d-63c4-4570-8973-a464a2e9b12d,Central Government,2020-12-01,2023-11-30,0.05416672602739726021
UK RESEARCH AND INNOVATION,ocds-0c46vo-0001-154a9db6-38bf-4f98-a803-13cdc29f9f75,Central Government,2020-12-01,2025-01-10,0.22393265419366178424
HOMES ENGLAND,ocds-0c46vo-0001-467f0e41-c535-44ba-8f2f-0ec96611aa1b,Central Government,2020-12-01,2022-11-30,0.12308346821917808206
HM REVENUE AND CUSTOMS TAXES AND DUTIES,ocds-0c46vo-0001-009aba15-7ab1-4208-87d8-cc90a5f322ab,Central Government,2020-12-01,2022-06-30,5.3769556325823224
MINISTRY OF DEFENCE,ocds-0c46vo-0001-16d759b9-b749-4a75-92bf-8d5f75f23245,Central Government,2020-12-01,2022-11-30,0.74875082054794520466
MINISTRY OF DEFENCE,ocds-0c46vo-0001-7bb7b6aa-783c-41ec-a09a-8e281ebc24a0,Central Government,2020-12-01,2022-11-30,60.454913051886904
UK RESEARCH AND INNOVATION,ocds-0c46vo-0001-42118350-fcf2-4a0b-b4e6-ee0f3fbeb86a,Central Government,2020-12-01,2024-11-29,0.08005008772602739734
"ROYAL BOTANIC GARDENS, KEW",ocds-0c46vo-0001-b2761df1-a962-4b35-80bf-4b0bb49ce2eb,Central Government,2020-12-01,2023-11-30,0.23611136986301369837
MINISTRY OF DEFENCE,ocds-0c46vo-0001-a6c03ff2-2b9b-4a51-8a96-87706f751cc2,Central Government,2020-12-01,2022-11-30,36.7432808665650411
DEPARTMENT FOR WORK AND PENSIONS,ocds-0c46vo-0001-a3fbcffc-e4b4-43fd-9efa-226bb2693f6d,Central Government,2020-12-01,2021-11-30,350.0003835616438352
DEPARTMENT FOR WORK AND PENSIONS,ocds-0c46vo-0001-ccd5b0ee-dbe6-407f-b343-b783525cde15,Central Government,2020-12-01,2023-11-30,31.6667013698630137
HOMES ENGLAND,ocds-0c46vo-0001-8ec9dea3-9294-4d24-9767-7f8a36a65ca9,Central Government,2020-12-01,2023-04-28,0.02422262798634812288
UNITED LINCOLNSHIRE HOSPITALS NFT,ocds-0c46vo-0001-09593460-c69a-4a63-a6c5-94732c19c315,NHS,2020-12-01,2021-11-30,0.03911237619616438352
HOME OFFICE,ocds-0c46vo-0001-9e1926f1-a423-4e99-a8e2-0550d5b28326,Central Government,2020-12-01,2022-03-31,0.65715092592592592596
WALSALL HOSPITALS NFT,ocds-0c46vo-0001-b702e050-7264-4344-8567-50aa60148cb3,NHS,2020-12-01,2021-11-30,0.640000701369863013
"DEPARTMENT FOR ENVIRONMENT, FOOD AND RURAL AFFAIRS",ocds-0c46vo-0001-9ce0678b-7549-446e-9e73-ecfe04c833fd,Central Government,2020-12-01,2021-11-30,0.13843408504175342451
MINISTRY OF JUSTICE,ocds-0c46vo-0001-5c5c5c32-aa06-4537-b748-ef625a50d06c,Central Government,2020-12-01,2021-11-30,0.02750003013698630134
UK RESEARCH AND INNOVATION,ocds-0c46vo-0001-64ff9841-2eff-4003-84bc-ecf4ba709dc8,Central Government,2020-12-01,2023-11-30,0.06190840117808219171
"DEPARTMENT FOR ENVIRONMENT, FOOD AND RURAL AFFAIRS",ocds-0c46vo-0001-483766bc-b974-451e-81aa-02b7ff321319,Central Government,2020-12-01,2030-09-02,0.00768314061184395173
HIGHWAYS ENGLAND,ocds-0c46vo-0001-94be5998-b485-4a03-a903-7231f42b9f4d,Central Government,2020-12-01,2021-12-31,0.36951537506575757525
CROWN COMMERCIAL SERVICE,ocds-0c46vo-0001-4bfb84c2-52a8-46dc-a9ab-ec46c3b0055a,Central Government,2020-12-01,2021-11-30,0.83333424657534246484
MINISTRY OF JUSTICE,ocds-0c46vo-0001-2fef3315-9e49-4f70-977c-df37fd9da361,Central Government,2020-12-01,2021-11-30,0.8223622012178630128
DEPARTMENT FOR BUSINESS ENERGY AND INDUSTRIAL STRATEGY,ocds-0c46vo-0001-2d013b56-a90b-4214-b970-98390e47a502,Central Government,2020-12-01,2022-11-30,0.38058375041095890369
MINISTRY OF DEFENCE,ocds-0c46vo-0001-b460808d-555e-4f7d-a95c-2576446fa216,Central Government,2020-12-01,2023-11-30,0.61602567509589041028
BRITISH TRANSPORT POLICE,ocds-0c46vo-0001-3b9827ef-8823-4433-8ae6-21fb66d26468,Central Government,2020-12-01,2022-12-30,0.0222161975921052632
HM LAND REGISTRY,ocds-0c46vo-0001-9934971e-701f-4c5f-9931-9c4893a2410e,Central Government,2020-12-01,2023-09-30,2.4630255231876209
MINISTRY OF DEFENCE,ocds-0c46vo-0001-642a19ea-4b3b-48fd-b6ef-f1a449c387ff,Central Government,2020-12-01,2022-11-30,845.3288556784384922
HM REVENUE AND CUSTOMS,ocds-0c46vo-0001-009aba15-7ab1-4208-87d8-cc90a5f322ab,Central Government,2020-12-01,2022-06-30,5.3769556325823224
MINISTRY OF DEFENCE,ocds-0c46vo-0001-b9922c3d-e3cc-468a-8bd6-df878a732465,Central Government,2020-12-01,2023-11-30,1.7500019178082192
HULL AND EAST YORKSHIRE HOSPITALS NFT,ocds-0c46vo-0001-c1581041-9c1f-4331-9cb2-1aecf46ad0e0,NHS,2020-12-01,2021-11-30,0.03472920472602739722
MINISTRY OF JUSTICE,ocds-0c46vo-0001-28cd9976-a67c-42c8-a1ed-e77d2e9fce61,Central Government,2020-12-01,2021-11-30,0.03740254098904109585
MINISTRY OF DEFENCE,ocds-0c46vo-0001-565ba93e-19cd-4c6a-9a35-46191215d1bc,Central Government,2020-12-01,2022-11-30,1.7904186287671233
HM REVENUE AND CUSTOMS,ocds-0c46vo-0001-5f13b96c-d6d5-44d7-9e18-f692e9857067,Central Government,2020-12-01,2023-01-30,0.09613369152970922898
NHS ENGLAND (DESIGNATED AS NHS COMMISSIONING BOARD),ocds-0c46vo-0001-a995a18a-4596-48ec-99f0-2a15a99f7f16,Central Government,2020-12-01,2023-11-30,0.77770751894794520463
NDA SHARED SERVICES ALLIANCE,ocds-0c46vo-0001-f4f9b03c-9e55-4e9b-8625-0db7f38b7593,Central Government,2020-12-01,2024-11-30,135.532318275154004
MINISTRY OF DEFENCE,ocds-0c46vo-0001-96bbbd07-0fa2-46a8-854b-23685572c8c6,Central Government,2020-12-01,2023-03-31,0.99035264015421856596
COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,ocds-0c46vo-0001-a4f1e8bc-509e-45c1-ac4c-953c8d2f6ab0,NHS,2020-12-01,2024-11-30,12.4914579055441478
UNITED LINCOLNSHIRE HOSPITALS NFT,ocds-0c46vo-0001-14c522ef-9992-4816-8cfa-c23d4ba8ec3e,NHS,2020-12-01,2021-11-30,0.38000041643835616397
"DEPARTMENT FOR ENVIRONMENT, FOOD AND RURAL AFFAIRS",ocds-0c46vo-0001-70fa77d6-f8ef-4658-8bdd-79c2bf84445f,Central Government,2020-12-01,2021-11-30,3.2666702465753425
FOREIGN AND COMMONWEALTH OFFICE,ocds-0c46vo-0001-5726dcfa-289c-4738-962e-ad2f65446077,Central Government,2020-12-01,2023-11-30,5.8880620082191781
HERTFORDSHIRE NHS PROCUREMENT,ocds-0c46vo-0001-01c53f05-728c-43ad-8461-20be554e81e2,NHS,2020-12-01,2021-11-30,0.37500041095890410918
MINISTRY OF JUSTICE,ocds-0c46vo-0001-9c787e59-b8df-4c22-9dab-36040e7318c1,Central Government,2020-12-01,2022-12-30,26.2883253551447369
NHS BUSINESS SERVICES AUTHORITY,ocds-0c46vo-0001-6b7d5af5-ad3f-4598-828a-06a8e021604a,Central Government,2020-12-01,2022-03-31,0.17774367901234567902
NHS ENGLAND (DESIGNATED AS NHS COMMISSIONING BOARD),ocds-0c46vo-0001-21568ef8-4d67-4fc9-90bd-23e8c0f323da,Central Government,2020-12-01,2022-11-30,156.2501712328767122
CABINET OFFICE,ocds-0c46vo-0001-eb79923e-28ec-45ed-90ea-f3068cc59424,Central Government,2020-12-01,2021-12-31,0.47879239317984848419
UNITED LINCOLNSHIRE HOSPITALS NFT,ocds-0c46vo-0001-3f2b0adc-42a6-4b43-aa79-eb8baf0b9d8c,NHS,2020-12-01,2022-11-30,0.06916674246575342458
MINISTRY OF DEFENCE,ocds-0c46vo-0001-ef8a119d-eac8-47c2-b5ac-bd868d4fce95,Central Government,2020-12-01,2022-11-30,141.0922076630946574
INDEPENDENT OFFICE FOR POLICE CONDUCT,ocds-0c46vo-0001-c5cf2f31-09b3-43ca-b5ac-ade852cadb18,Central Government,2020-12-01,2022-12-30,0.0200109868421052632
SPORT ENGLAND,ocds-0c46vo-0001-e770de69-4d4b-4001-9804-49f8ac5152d6,Central Government,2020-12-01,2022-11-30,0.03373337030136986298
FOREIGN AND COMMONWEALTH OFFICE,ocds-0c46vo-0001-b32cd391-6aec-4387-9bf3-f57d6b47c4ea,Central Government,2020-12-01,2021-11-30,0.05833339726027397254
MINISTRY OF HOUSING COMMUNITIES AND LOCAL GOVERNMENT,ocds-0c46vo-0001-5c08fa88-4f56-4298-a5cf-8ac824d3ead8,Central Government,2020-12-01,2021-11-30,0.01249584702739726026
MINISTRY OF DEFENCE,ocds-0c46vo-0001-4bc7fe69-9cd9-409d-92ad-c072b3b29f4e,Central Government,2020-12-01,2022-11-30,2313.0558828613174495
HULL AND EAST YORKSHIRE HOSPITALS NFT,ocds-0c46vo-0001-34409f18-ee06-432b-8c9f-2f6ad2086bf8,NHS,2020-12-01,2023-11-30,0.01718335216438356163
CARE QUALITY COMMISSION,ocds-0c46vo-0001-7a86747b-6897-434d-b37d-c5f46851cdbd,Central Government,2020-12-01,2021-11-30,0.02592002840547945203
LEIDOS SUPPLY,ocds-0c46vo-0001-89bc42bf-f039-4a49-b60a-d72976483b76,Central Government,2020-12-01,2024-11-30,2.6023870636550308
MINISTRY OF DEFENCE,ocds-0c46vo-0001-0608d8aa-fdb0-4470-8265-fb7df82aeaa3,Central Government,2020-12-01,2022-11-30,10.6299283158904109
"DEPARTMENT FOR ENVIRONMENT, FOOD AND RURAL AFFAIRS",ocds-0c46vo-0001-e1478657-2ba5-4e39-865b-fe8244e70745,Central Government,2020-12-01,2021-11-30,0.03398632057857534243
CROWN PROSECUTION SERVICE,ocds-0c46vo-0001-d5b9740c-dea9-432f-b6d1-27e1c031b1c0,Central Government,2020-12-01,2021-11-30,0.30000032876712328734
THE NATIONAL ARCHIVES,ocds-0c46vo-0001-d7709228-fea0-4069-9f36-401a4c2ee68c,Central Government,2020-12-01,2022-11-30,0.04166671232876712324
HM REVENUE AND CUSTOMS TAXES AND DUTIES,ocds-0c46vo-0001-5f13b96c-d6d5-44d7-9e18-f692e9857067,Central Government,2020-12-01,2023-01-30,0.09613369152970922898
MET OFFICE,ocds-0c46vo-0001-7c1e1b5d-463c-4385-8ebf-77ba7e743534,Central Government,2020-12-02,2021-11-30,0.02002154208791208785
"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN. NHS FOUNDATION TRUST",ocds-0c46vo-0001-2ae680ab-b5e7-41dd-be6e-999cb10eb594,NHS,2020-12-02,2021-12-01,2.8644710141428767
DEPARTMENT FOR EDUCATION,ocds-0c46vo-0001-4e38ed10-7a71-4881-b666-7505cf17a1fd,Central Government,2020-12-02,2022-03-01,2.8076953846153846
"THE QUEEN ELIZABETH HOSPITAL, KINGS LYNN, NHS FOUNDATION TRUST",ocds-0c46vo-0001-2ae680ab-b5e7-41dd-be6e-999cb10eb594,NHS,2020-12-02,2021-12-01,2.8644710141428767
FRIMLEY HEALTH NHS FOUNDATION TRUST,ocds-0c46vo-0001-f0cf53f3-a4b6-4979-b504-c088412456e7,NHS,2020-12-02,2023-11-30,0.35823318470758683767
DEFENCE SUPPORT GROUP,ocds-0c46vo-0001-920dd5d2-15f5-4b69-afd4-c7e002af1a09,Central Government,2020-12-02,2027-12-01,2.6894265258215962
MET OFFICE,ocds-0c46vo-0001-23d7ff72-197b-46e4-81e5-236dd8619e4e,Central Government,2020-12-02,2021-11-30,10.1778957692307692
HULL AND EAST YORKSHIRE HOSPITALS NFT,ocds-0c46vo-0001-2af5c0ab-fb3d-4a37-b51d-b43809153363,NHS,2020-12-02,2021-12-01,0.03535837208219178078
NHS DIGITAL,ocds-0c46vo-0001-d33ed6f1-3b21-4be8-a8ef-ebab050871e5,Central Government,2020-12-02,2021-11-30,1.6127535989010989
"DEPARTMENT FOR ENVIRONMENT, FOOD AND RURAL AFFAIRS",ocds-0c46vo-0001-9d956130-b7a6-4fea-9175-cb996e8728fd,Central Government,2020-12-02,2022-12-01,0.40312544178082191737
DEPARTMENT FOR EDUCATION,ocds-0c46vo-0001-b8dcc2e5-505a-41cc-9371-dd1f74949f83,Central Government,2020-12-02,2021-11-27,0.55593674336326869793
"DEPARTMENT FOR ENVIRONMENT, FOOD AND RURAL AFFAIRS",ocds-0c46vo-0001-45b94d38-a107-4721-b450-f19e2d03894b,Central Government,2020-12-03,2025-12-03,0.02051953534975369457
MINISTRY OF DEFENCE,ocds-0c46vo-0001-5e86a759-e56e-4657-bdcc-a317bba471c7,Central Government,2020-12-03,2023-01-04,19.2923042352817824
GREATER MANCHESTER MENTAL HEALTH NHS FOUNDATION TRUST,ocds-0c46vo-0001-e26877de-96cf-4aae-a268-d79f81aa7535,NHS,2020-12-03,2028-12-02,1.0409548254620123
MET OFFICE,ocds-0c46vo-0001-750f9375-baf3-4b4d-bc75-5f603b3e4415,Central Government,2020-12-03,2021-12-06,0.01883527357723577232
MINISTRY OF DEFENCE,ocds-0c46vo-0001-7b14d0dc-5181-4150-9e1a-5ef14e854ca3,Central Government,2020-12-03,2024-03-31,2.4268579188266667
DEPARTMENT OF HEALTH AND SOCIAL CARE,ocds-0c46vo-0001-c190654a-4ea1-44da-8d86-f9341edc7a6c,Central Government,2020-12-03,2021-12-02,0.04766671890410958899
FORESTRY COMMISSION,ocds-0c46vo-0001-3f3a0551-0991-44ce-9ae7-79530e9feb8c,Central Government,2020-12-03,2023-12-03,0.03396901532846715327
UK RESEARCH AND INNOVATION,ocds-0c46vo-0001-0586a2d6-2fd3-47f5-8618-cbf566335789,Central Government,2020-12-03,2026-04-01,0.10318435639825282639
MINISTRY OF JUSTICE,ocds-0c46vo-0001-2546928c-c710-4048-9534-5d58577aa12f,Central Government,2020-12-03,2022-12-02,12.500013698630137
ENGLISH TOURIST AUTHORITY,ocds-0c46vo-0001-5ae7cf61-b9c9-4bf2-9f86-80f143527d39,Central Government,2020-12-04,2023-12-03,0.08333342465753424648
UK RESEARCH AND INNOVATION,ocds-0c46vo-0001-f2dd4154-dfa5-4f0c-91aa-34630cd82751,Central Government,2020-12-04,2023-12-03,0.01771103607599999998
UK RESEARCH AND INNOVATION,ocds-0c46vo-0001-19258a12-d774-47f3-a5f1-c3ec7b1937ab,Central Government,2020-12-04,2026-01-31,0.02337785930654641909
MET OFFICE,ocds-0c46vo-0001-048c08f0-659e-46ff-aee9-6b85d65bc30f,Central Government,2020-12-04,2021-12-03,0.04833338630136986296
MET OFFICE,ocds-0c46vo-0001-04bc6109-f260-4685-bf07-e460e736c757,Central Government,2020-12-04,2021-12-18,0.15576552157894736871
HIGHWAYS ENGLAND,ocds-0c46vo-0001-c60b43f6-0fa2-4608-8df1-08a2602ce199,Central Government,2020-12-04,2022-08-05,0.12250404709239344251
HOMES ENGLAND,ocds-0c46vo-0001-b0f5c833-64f0-448b-8c26-a3af576d65b3,Central Government,2020-12-05,2030-10-11,0.44805033351862145637
HULL AND EAST YORKSHIRE HOSPITALS NFT,ocds-0c46vo-0001-4ebac50a-70a5-413e-85a0-38307f6c0d46,NHS,2020-12-05,2023-03-31,0.02309523511894923258
NHS BUSINESS SERVICES AUTHORITY,ocds-0c46vo-0001-6dd4f364-ee77-482d-bf30-e02825dd418e,Central Government,2020-12-06,2024-12-05,0.000043303720739219712499
UK RESEARCH AND INNOVATION,ocds-0c46vo-0001-04e05abe-cad7-4570-a40c-3bb698e0dcca,Central Government,2020-12-06,2022-04-04,0.12365172485567010293
MINISTRY OF DEFENCE,ocds-0c46vo-0001-3236f331-350b-4368-83bd-4471492aca4a,Central Government,2020-12-07,2021-12-06,0.19927521838356164362
DRIVER AND VEHICLE LICENSING AGENCY,ocds-0c46vo-0001-21046cee-8570-4c0d-9cd7-e405333e25eb,Central Government,2020-12-07,2021-12-06,0.341826207936986301
CABINET OFFICE,ocds-0c46vo-0001-cc172f6e-5d33-4ca8-9576-ae3b32174cc5,Central Government,2020-12-07,2021-12-31,0.23397461538461538548
HM REVENUE AND CUSTOMS TAXES AND DUTIES,ocds-0c46vo-0001-4e4594f1-e1e5-48d6-ad9e-52f2bb7d0a79,Central Government,2020-12-07,2021-12-06,0.25962695118904109561
DEPARTMENT FOR BUSINESS ENERGY AND INDUSTRIAL STRATEGY,ocds-0c46vo-0001-80d7fac2-a347-4475-b871-7cdf795ba0c7,Central Government,2020-12-07,2022-12-06,0.29166698630136986269
HOME OFFICE,ocds-0c46vo-0001-85d24964-5cfe-4b20-9217-34af53b825ef,Central Government,2020-12-07,2021-12-06,0.01579391730838356163
GOVERNMENT LEGAL DEPARTMENT,ocds-0c46vo-0001-7cb4a270-b44c-46ba-a322-1487b86065d0,Central Government,2020-12-07,2021-11-01,0.00571096585454545455
HM REVENUE AND CUSTOMS,ocds-0c46vo-0001-4e4594f1-e1e5-48d6-ad9e-52f2bb7d0a79,Central Government,2020-12-07,2021-12-06,0.25962695118904109561
FOREIGN AND COMMONWEALTH OFFICE,ocds-0c46vo-0001-9b75cfa1-2a9c-49ff-a8a5-9518a66a67f3,Central Government,2020-12-07,2022-06-10,1.9467736851724138
HEALTH EDUCATION ENGLAND,ocds-0c46vo-0001-98742875-28e3-44c2-a01c-65b67a3f450d,Central Government,2020-12-07,2025-12-04,0.4322373157894736843
"DEPARTMENT FOR ENVIRONMENT, FOOD AND RURAL AFFAIRS",ocds-0c46vo-0001-ebcef11c-221a-4d2c-804a-50d50fc95e15,Central Government,2020-12-07,2021-12-31,0.01480279400000000005
"DEPARTMENT FOR ENVIRONMENT, FOOD AND RURAL AFFAIRS",ocds-0c46vo-0001-d14a8f9c-80ee-4898-8ea6-5adbee18cb48,Central Government,2020-12-08,2022-12-07,0.29166698630136986269
MINISTRY OF DEFENCE,ocds-0c46vo-0001-b6302c77-c4a6-44ef-8ae6-7de1655ade14,Central Government,2020-12-08,2022-06-30,1.4610688526315789
MET OFFICE,ocds-0c46vo-0001-306d1b2e-970d-4d38-9361-fc188ec92f68,Central Government,2020-12-08,2021-12-01,0.06913656601671309164
MINISTRY OF DEFENCE,ocds-0c46vo-0001-2c7c6294-36c7-496a-b100-0d2f7e421510,Central Government,2020-12-08,2022-06-30,1.4824139052631579
NHS DIGITAL,ocds-0c46vo-0001-568d7f39-dfee-45b9-adc1-6978cddb99d2,Central Government,2020-12-08,2024-12-01,0.10975097938144329905
PUBLIC HEALTH ENGLAND,ocds-0c46vo-0001-902152a1-393a-428a-8a0a-aef942abc488,Central Government,2020-12-08,2021-12-07,0.08325009123287671224
NHS DIGITAL,ocds-0c46vo-0001-455c147b-3f33-405c-9920-efbebca919e4,Central Government,2020-12-08,2022-06-30,2.1345052631578947
HULL AND EAST YORKSHIRE HOSPITALS NFT,ocds-0c46vo-0001-0cd0e86c-7ecd-4845-a844-67763534ff7f,NHS,2020-12-08,2027-12-07,0.22037589356807511745
MINISTRY OF JUSTICE,ocds-0c46vo-0001-748e6ad1-957e-482e-987c-8d2a1a2548ca,Central Government,2020-12-08,2021-12-07,118.7501301369863012
DEPARTMENT OF HEALTH AND SOCIAL CARE,ocds-0c46vo-0001-f3470fcd-c8d3-45cc-8874-617e31075e90,Central Government,2020-12-08,2021-12-08,0.56977958616393442667
MINISTRY OF DEFENCE,ocds-0c46vo-0001-17f869a8-0829-4371-baee-8de333ba49aa,Central Government,2020-12-09,2021-12-08,5.1475363744629041
HM REVENUE AND CUSTOMS TAXES AND DUTIES,ocds-0c46vo-0001-3277ae3f-fb40-4383-8b4d-edcdaf2188e7,Central Government,2020-12-09,2021-12-08,0.11945593091046575329
DRIVER AND VEHICLE LICENSING AGENCY,ocds-0c46vo-0001-2b1698e4-b297-4811-a3e3-f154bf04959a,Central Government,2020-12-09,2023-12-08,0.08750191255906849305
DEPARTMENT FOR INTERNATIONAL TRADE,ocds-0c46vo-0001-1ff4411f-1cc9-4cf5-b42d-9c0454384328,Central Government,2020-12-09,2021-12-08,0.03900004273972602735
GOVERNMENT DIGITAL SERVICE,ocds-0c46vo-0001-068bcbbb-ef57-4cd4-94d5-f7cb9aefdb90,Central Government,2020-12-09,2021-12-08,0.74863915375890410877
HM REVENUE AND CUSTOMS,ocds-0c46vo-0001-3277ae3f-fb40-4383-8b4d-edcdaf2188e7,Central Government,2020-12-09,2021-12-08,0.11945593091046575329
MET OFFICE,ocds-0c46vo-0001-1ed9b7df-b960-4798-9b10-2685b575cc21,Central Government,2020-12-09,2022-02-28,0.01790842753020134231
MINISTRY OF DEFENCE,ocds-0c46vo-0001-0b74394e-5341-48e1-a6a0-dd870f415b95,Central Government,2020-12-09,2022-03-31,65.6631647071129708
DEPARTMENT FOR BUSINESS ENERGY AND INDUSTRIAL STRATEGY,ocds-0c46vo-0001-5abb4f8e-eca7-49ac-8aa4-afc975d23d40,Central Government,2020-12-09,2021-12-31,0.09195564201030927837
DEPARTMENT OF HEALTH AND SOCIAL CARE,ocds-0c46vo-0001-7a5ccf76-66d6-4be5-ac2b-d4ce25d9bb25,Central Government,2020-12-09,2021-12-09,15.125244262295082
CABINET OFFICE,ocds-0c46vo-0001-20e033b0-9652-481a-9b15-a30c09c9e549,Central Government,2020-12-10,2025-12-09,0.91616566265060240898
HIGHWAYS ENGLAND,ocds-0c46vo-0001-37aef242-f3ed-40ba-a188-63065002f6c3,Central Government,2020-12-10,2022-04-11,0.28459101133377049261
NHS DIGITAL,ocds-0c46vo-0001-44054138-f511-4414-9a1f-fa1e2be5133d,Central Government,2020-12-10,2021-12-06,3.3609613259668508
NHS DIGITAL,ocds-0c46vo-0001-4fab144a-47e4-4c3d-9d89-0fd5607e72e3,Central Government,2020-12-10,2021-12-08,3.3424945054945055
"DEPARTMENT FOR ENVIRONMENT, FOOD AND RURAL AFFAIRS",ocds-0c46vo-0001-4b64cefa-00c2-4a7a-835b-d0f75c2dfbee,Central Government,2020-12-10,2021-12-09,0.17244326397871232858
DEPARTMENT FOR EDUCATION,ocds-0c46vo-0001-4cbfb331-cd0d-4a68-ad68-595d2845bdcf,Central Government,2020-12-10,2021-12-20,0.3154923670212765966
ENGLISH TOURIST AUTHORITY,ocds-0c46vo-0001-14fb03d3-7f6a-4648-9f8a-1502c730af02,Central Government,2020-12-10,2022-12-08,0.41723868312757201561
MINISTRY OF DEFENCE,ocds-0c46vo-0001-fe5ea58a-5d1d-4a17-af63-6a2c052a212a,Central Government,2020-12-10,2022-12-09,6.6666739726027397
HIGHWAYS ENGLAND,ocds-0c46vo-0001-8cac920c-775c-45b2-8a3b-b43ff92c3b35,Central Government,2020-12-10,2022-03-11,0.30349736669868708871
DEPARTMENT FOR WORK AND PENSIONS,ocds-0c46vo-0001-12f671b9-6ed7-4120-b6fe-3b3ae4430c34,Central Government,2020-12-10,2022-12-09,0.09689927285753424647
HOME OFFICE,ocds-0c46vo-0001-232a8711-a249-49f7-89d1-ff96652c86a1,Central Government,2020-12-10,2023-12-09,0.35266288647945205441
CARE QUALITY COMMISSION,ocds-0c46vo-0001-f3f8b791-1126-4435-9c0c-b69333cbe75a,Central Government,2020-12-10,2021-12-09,0.01350001479452054793
NHS DIGITAL,ocds-0c46vo-0001-3092e132-0e98-4093-9d6e-5ee05e1d0f4e,Central Government,2020-12-11,2022-02-02,2.9037422434367542
NHS DIGITAL,ocds-0c46vo-0001-bb7ab488-8ac9-4d76-a455-dd0a069a3a06,Central Government,2020-12-11,2022-05-31,2.2656759776536313
MINISTRY OF DEFENCE,ocds-0c46vo-0001-a8148852-355b-4602-8e5a-25f35548f8e8,Central Government,2020-12-11,2021-12-08,0.16758534182760330638
NUCLEAR DECOMMISSIONING AUTHORITY,ocds-0c46vo-0001-72345762-fb9f-4de9-be95-b42063b85325,Central Government,2020-12-11,2021-11-11,0.41404325508482142994
ENGLISH TOURIST AUTHORITY,ocds-0c46vo-0001-948395ac-2cbc-4e41-b81e-280c1d85216a,Central Government,2020-12-11,2022-12-10,0.41666712328767123242
DRIVER AND VEHICLE LICENSING AGENCY,ocds-0c46vo-0001-71d0ddb4-c680-45c3-9963-99e539b02394,Central Government,2020-12-11,2021-12-10,0.1051401152219178081
MET OFFICE,ocds-0c46vo-0001-ca1f0e78-25ac-4c6d-82ae-0272f90a17a6,Central Government,2020-12-11,2021-12-10,0.06540340500821917801
MET OFFICE,ocds-0c46vo-0001-4714dfd0-def1-4ea7-813e-ad2831e05016,Central Government,2020-12-12,2021-12-11,0.03883337589041095886
MINISTRY OF HOUSING COMMUNITIES AND LOCAL GOVERNMENT,ocds-0c46vo-0001-27663d41-d19e-4c9e-834c-72bf2b193ba5,Central Government,2020-12-13,2021-12-12,0.25322527750684931479
DEPARTMENT FOR WORK AND PENSIONS,ocds-0c46vo-0001-cfabe282-ca11-406d-813e-b59117713955,Central Government,2020-12-14,2022-12-21,1.4837414634146341
"DEPARTMENT FOR CULTURE, MEDIA AND SPORT",ocds-0c46vo-0001-8275cd11-c60e-4132-95d2-576a936a0e13,Central Government,2020-12-14,2021-12-13,0.12470013665753424644
HOME OFFICE,ocds-0c46vo-0001-bc121f46-55ed-45b4-9420-7fea128807b4,Central Government,2020-12-14,2021-12-13,0.22072075855216438332
DEPARTMENT OF HEALTH AND SOCIAL CARE,ocds-0c46vo-0001-d48b1f84-f727-4c80-a021-24aca1a391a7,Central Government,2020-12-14,2021-11-24,180.8381981063757219
MINISTRY OF JUSTICE,ocds-0c46vo-0001-85947514-9b18-4118-a391-d2a7658c98f8,Central Government,2020-12-14,2021-12-31,0.19060073107049608341
DEPARTMENT FOR WORK AND PENSIONS,ocds-0c46vo-0001-5ba2db50-e6eb-43fb-9708-9f30b8d446ae,Central Government,2020-12-14,2022-01-11,23.277673542746193
"DEPARTMENT FOR ENVIRONMENT, FOOD AND RURAL AFFAIRS",ocds-0c46vo-0001-c4b70715-58dd-4cfb-b690-ea46f8bdd6c2,Central Government,2020-12-14,2021-12-13,0.54814560070684931447
NHS DIGITAL,ocds-0c46vo-0001-f41c0e34-3471-49c9-a371-bfa28d617e3e,Central Government,2020-12-14,2023-03-31,0.02174177004773269689
HOME OFFICE,ocds-0c46vo-0001-1eab2ae5-2bfd-40e9-aef2-e528b1cb7a02,Central Government,2020-12-14,2021-12-13,0.22072075855216438332
NHS DIGITAL,ocds-0c46vo-0001-be1baf3a-c111-43c5-9ad3-f2eaff33f95e,Central Government,2020-12-14,2022-02-28,0.0066751581447963801
DEPARTMENT OF HEALTH AND SOCIAL CARE,ocds-0c46vo-0001-b0342a72-4634-434d-9211-6e607db51397,Central Government,2020-12-14,2021-11-24,180.8381981063757219
NDA SHARED SERVICES ALLIANCE,ocds-0c46vo-0001-87161677-ac2a-4e42-bc92-5f8d93856e3e,Central Government,2020-12-14,2021-12-10,0.59657063535911602308
HUMBER NHS FOUNDATION TRUST,ocds-0c46vo-0001-0461fcc7-f0fb-4e2a-a8fd-3ed116c1393a,NHS,2020-12-14,2022-12-14,0.74897482900136798894
DEPARTMENT FOR TRANSPORT,ocds-0c46vo-0001-1b5bb053-5131-42bd-8b04-14272cfed4ab,Central Government,2020-12-14,2021-12-14,0.04903238524590163938
